,Unnamed: 0.1,title,rating,pros,cons,company
440,440,recruiter,4.0,everyone is so friendly. the environment is very welcoming and open. this has definitely been the best employer i have every have.,there have been no downsides.,Booking.com
441,441,booking.com bilingual customer service rep.,3.0,clean fun office environment. free trips to europe,have to start through a temp agency for the first few months at least. i hate the fact you dont know what hoursshift you will work until the last day of your classroom training. in my case i was assigned a 3rd shift working 10pm to 6am,Booking.com
442,442,poor management,2.0,travel young vibrant colleagues free food lunches snacks booze,management that has never managed before and should never manage. if you accept a position here be prepared to lose some selfworth as management expects colleagues to be fully skilled upon hiring. one office just opened and has seen every employee turn over except for one manager who might be part of the problem. poor worklife balance. my favorite quote from a colleague ive always been an expert at time management until i got to booking. you are told to change direction daily and to avoid your emails in order to complete other tasks. at the end of the day you have 70 emails from hotels and no time to enjoy your own life. one pillar is keep the customer at the center of everything you do but the offices do not walk the walk. a hotel will email asking for assistance but you can get to it because youre doing a hundred other things. you are told not to answer the phone but to continue calling and harassing hotels to meet your goals. others can wait until these goals are met. the bottom line is the center of everything the hotels department does. no training at some point the training department was cancelled all together so new colleagues are trained in office and pretty much thrown to the wolves. you will get in trouble for something you didnt even know was your job and that you had never even seen before. i hear that there used to be full training before you even got to the local offices. now its the blind leading the blind. while there they cancelled a position. i mean told forty something people that their job would not exist in 3 months and to figure out what they want to do next. how does this make employees feel valued when their job is gone in a blink of an eye worst part is this was a management position and the folks in the jobs were some of the most admired and trusted associates. all gone now. they keep the salaries low and tempt you with bonus that end up being unobtainable. they even decide to change the bonus with 10 days left to the quarter,Booking.com
443,443,bilingual customer service representative,3.0,its a fast growing company that gives you opportunity to grow and gives you the ability to expand your options within the workplace. a very diverse place to work so you can get to know a lot of people from all over the world. nice break room with lots of entertainment.,it eventually wears you out and you get sick of how you get treated as a kid in middle school. very strict about switching shift. you become very sedentary. food is expensive. make sure you bring your own.,Booking.com
444,444,great place to work,4.0,great diverse company so many cultures and great group of people to work with. lots of opportunity and employee focus.,pay is a bit lower compared to other companies in the market. management always seems to busy and stressed out.,Booking.com
445,445,ok....but not what it is cracked up to be,3.0,great colleagues beautiful office spaces annual trip to amsterdam health benefits,the company has become solely focused on sales. the training department has diminished. the only new trainings that are available are web based. traveling for training used to be a huge selling point. they truly couldnt care about the partner unless the are given what they want. they are all about quantity of quality. no room for advancement once you hit account manager. people do a lot of brown nosing to get promoted. they preach team work but if goals arent hit it will fall on the individual. you must interview for a lateral move in a different office for the exact same position. micromanagement,Booking.com
446,446,good time so far,5.0,multicultural envirnoment friendly people nice office,hours were somewhat uncertain given the time difference.,Booking.com
447,447,cse,1.0,good people to work with,when i started with booking i was told what a fun environment it was lots of training everybody is willing to help lay back environment.. its not true booking wants the impossible for the employees you are trained  very bad training on such a rush dont even have time to ask any questions but they say  have questions ask ask ask   whe cant  but there will be no answer there is never time to answer. then you go to the floor like in a cage full of lions where you have to take calls that you were never trained on it.. and if you try to transfer the call the cse will give a excuse and dont take your call.. so you call senior line that takes forever to answer the phone... very disappointed with booking,Booking.com
448,448,dont be fool by nice office free coffes and fruits there is a different side of booking.com,1.0,i would say the same that all reviews mention in pros nice office free coffee  fruits and thats about it the office and especially restrooms are crowded due to 450 employees has been working there.,booking has insufficient employees performance evaluation by productivity and guest satisfaction. expectations the following productivity  no less than 5.5 guests per hour and satisfaction at least  95.looks easy but dont be happy. the company is overwhelmed with guests complains due to the very strange way of them running their business. when guests enter their credit card on booking website they believe they pay booking so when they call booking with questions about charges or room related questions booking cannot answer it as booking doesnt charge guests. booking reps have to investigate and to seek the answer from hotels what takes some time.that way of doing their business creates a lot of frustrations with the guests and a lot of guests complains. how will you achieve your productivity and guest satisfaction if you are on the phone with the same guest for 2 hours because hotel cannot find guest booking or cannot accommodate guest with the right room or has no any room available to accommodate the guest you must find the solution like some alternate hotel if you are able to and then to advise guest to book it online quickly because you cannot book it for the guest i have never seen such craziness in my life. i have been working in travel company and in hotel reservation before and it was easy simple and enjoyable  answer guests questions and proceed with booking. that is not the case in booking. second huge con is super inexperienced young management. management knows the booing operating system they know the company business policy but they have no idea how to manage all that diverse people. due to the rapid company growth they promote to management positions within company to save the money on experience outsiders. your manager can be 2327 years person from oversees who has never been a manager and has no idea what is appropriate and what is not by us workplace culture standards. for example you can be ordered on your lunch time to go walking on the parking lot to manage your stress and frustrations from bad customers. but then when are you going to eat your lunch and you have only 10 minutes a day for your personal needs  like restrooms. and if you maximize it you better drink less water and go less otherwise youll get negative points toward your attendance. if you get sick and even bring medical doctor paper theyll still count a missed day as a negative point on your attendance. and if you are not in your 20th like most of booking employees and you are older and experienced and respect yourself you will not feel good about being under such management and under such army rules. the pay in booking is very low thats why most of the employees young or immigrants for who it is ok to start with 13h. dont be fool with all those free coffees  fruits and free lunches. find the company that will pay you enough to buy your lunches coffees and fruits.,Booking.com
449,449,worst management must be in orlando,1.0,its great that they always allow the christmas party to be in amsterdam where you can also continue to work maintaining the line coverage on their local offices,poor leadership team leads who yell often since asking is not one of their strengths. there are stereotypes team leads who like to appear as superman or women but fall short when doing the required jobs. favoritism pot is normal and we suspect it goes up to higher management. many managers but only a few leaders.,Booking.com
450,450,wonderful experience.  would do it all again.,5.0,great opportunity for career advancement travel and networking. startup culture creates a relaxed and fun environment. most all of your coworkers will end up being your close friends. if you are interested in relocating to virtually anywhere in the globe then this is the place to be. compensation is adequate and ensures a quality lifestyle. although a majority of the hospitality industry is a 247 mentality worklife balance is healthy. annual event in amsterdam is a terrific networking opportunity and also a crazy fun time.,young company experiencing growing pains in various aspects of the business. this is a first office job for many people in this company. the business acumen of some employees is a product of this.,Booking.com
451,451,great experience but management is a hassle,1.0, shift flexibility  competitive pay  office environmentappliances, favoritism  team leads do nothing  occasionally email the team  and stays hours away from their desks  the drama and gossip is insane here if you go out with a coworker the next day the whole call center 400 people will be knowing  team leads have their own little clique and do not assist you to develop as they fear competition to lose their jobs  if your not close or if you dont like your team leader or operations manager you can forget about applying for an internal promotion  team leaders will share any personal information about you with other leaders from their team members its like a soap opera  if you commit a mistake you will be known for it and management will never forgive you and it will stay on your file forever,Booking.com
452,452,lure you in with amsterdam trip everyone is replaceable,3.0,free fruit in the lunch room make you feel like you are a part of something special.,one day your team lead will tell you that you need to be faster and they will hire you in even if you have 100 customer satisfaction next day when its time to give you benefits you get a phone call from manpower that you dont need to come to work anymore. they wont even give you any reason. heartbreaking when you put your heart in it dont bother if you are looking for a steady job. they hire around 30 people every month use them and get rid of like they dont mean anything,Booking.com
453,453,not a bad place to work,3.0,energy travel they spend a lot of money towards ongoing training for their employees. i was very impressed by this. so many opportunities to improve your skills,lower pay than industry. people promoted too quickly due to massive growth in the past 34 years. they appear to not be the best fit for their new positions. immaturity of some of the team. company seems to not know which direct they want to go,Booking.com
454,454,sam,5.0,great company to work for nothing else to say,everything is good great team and leadership,Booking.com
455,455,this is hands down the best company i have got an opportunity to work for,5.0,most diverse group i have ever been a part of.great incentives and amenities,none i recommend booking.com as an employer,Booking.com
456,456,decent company a lot of growth and change,3.0,global network industry leader annual meeting in amsterdam travel is involve and readily available by attending training in various locations room for growth in the industry,worklife balance was unbalanced lower than industry avg. pay managers with not enough experience under their belts moved toward a more micromanagement aspect transparent communication was lacking up and down the chain of command,Booking.com
457,457,customer service executive,4.0,people at the call center and manpower are genuine in making you successful there.,the 91day status as a contractor with a possibility of being incorporated as a permanent employee.,Booking.com
458,458,great work place,4.0,i like hoe there is so much diversity in this company.,i dont find this company to have any cons,Booking.com
459,459,i enjoy working at booking.com because of the people travel and challenging work.,4.0,travel ive traveled to countries i wouldve never thought i could ever visit. personal development i was able to take control of my career and focus on my development along with the support of my manager. training ive had the opportunity to go to management training and cross training in other offices. culture the people are awesome we are encouraged to collaborate and share best practices amongst our team and with other offices. other perks  free monthly lunch yearly annual meeting in amsterdam.,change is constant if youre a creature of habit and routine the constantly changing business can be frustrating. fast paced environment it can be difficult to keep up if youre not used to it. keeps you on your toes.,Booking.com
460,460,customer service executive,4.0,work in an international environment lots of culture,everyday more pressure on employees kind of unfair since managers dont seem to do anything,Booking.com
461,461,accomodation service executive,5.0,amazing work environment  dream job,i loved everything i had a wonderful experience.,Booking.com
462,462,german customer service representative,5.0,health insurance bonuses fresh fruit cultural diversity working for the leading company in booking hotels...,wish for public transportation that drives later at night,Booking.com
463,463,customer care,4.0,nice place and offer annual party in amsterdam. pay for the load and flight nice benefit package,strict attendance policy need to share the desk with other team,Booking.com
464,464,booking.yeah,5.0,work environment employee recognition travel opportunities diversity. booking.com goes the extra mile to make their employees feel valued appreciated and happy to work for their company.,work life balance struggles a bit and i sometimes feel like there will never be enough time to do my job and actually get ahead. this being said the pros far outweigh the cons.,Booking.com
465,465,sinking ship in the deep blue sea,2.0,an amazing global network brilliant funny colleagues that are willing to help and share knowledge nationwide and international travel for training and holiday party in amsterdam although this year wasnt as highenergy and genuine as last years felt opportunity to extend if you have pto utilize account manager position as a stepping stone for another gig that will take you further gain great sales skills and success in rapid speedshort time,downward spiral towards the fall of what i once regarded as a great empirewhich it is but things fall apart with rapid growth and greedy decisions that leave a demoralized and disgruntled front line army a.k.a. the hotels department unattainable targets set by far away amsterdam that change at any given moment sometimes in the middle of the quarter due to error in forecasting by local sams sometimes even told to abandon our actual goals for bonus structure entirely to further the advancement of companys main initiatives sometimes main initiatives require us to annoy and strongarm partners to the point of making employees feel desperate upset and pretty much losing every ounce of passion when encountering our upset partners. leadership team cannot offer any helpful guidance because we try every which way and they know were pretty much set up for failure but probably cant say it outloud. mandated use and tracking of a terrible excuse for an internal homegrown salesforce booking can totally fork over the cash for what a company like salesforce does best than thinking we should spend our resources and time on a broken system to optimize opportunity and revenue upper hierarchy essentially mandating terribly executed micromanaging tactics that leave the entire local office from top to bottom to not trust anything and anyone sams arent able to work together not sure why when they are wonderful individuals and arent allowed to manage teams due to being overworked and micromanaged themselves 50 travel alongside change to friday meetings are set up poorly and burn employees out fast paid below industry standard everyone understands that change is constant and inevitable but what no one gets is how poorly change is handled and communicated by management on that transparency and communication have declined significantly over the past year recruiting is backlogged and cant send the best candidates for such a reputable company or folks realize that they shouldnt even try lastly our hr department which i didnt have any care or opinion for before has truly turned out to be an overworked joke. seems like they dont have the time or resources to make a true difference and help on a local level,Booking.com
466,466,booking.com is growing company that is very fast paced with many opportunities for self development.,5.0,culture internal training opportunities global relationships travel opportunities benefits and the people.,extremely fast paced and opportunities for improvements in communication.,Booking.com
467,467,great company,5.0,everyone is friendly from management support staff to fellow call center employees. there is a lot of diversity within the company multiple languages are spoken. in the break room they provide a relaxing environment like bean bags free fruit xbox one to play and they have a ping pong table the recruiters are awesome very friendly.,wish the buses ran earlier and longer. its hard for someone who takes the bus but its managable. not a fan of sharing desks. the cons are part of life so i learn to deal with it.,Booking.com
468,468,great work environment,5.0,relaxed easy going work place and great management,it was a call center so it got boring sometimes,Booking.com
469,469,customer and accommodation service,3.0,great people beautiful office. travel opportunity at least ones a year. diversity friendliness easy to reach out to management. love the job overall. decent pay and great gifts.,growing way too fast which leads to the heavier work load. unclear bonus system. there was intense training in the beginning but not much attention is paid to the long term employees feels that there is no room for development. change of a position  if lucky cause there are not many openings in my office  means change of a schedule to the night hours. this is a problem for employees with families. about same pay for everyone but not same workload.,Booking.com
470,470,excellent company good co workers,4.0,good salary excellent co workers and management,everything is good and fun,Booking.com
471,471,good people...but it feels like high school all over again,3.0,very hard to get fired. all you have to do is show up.,constant change you will get 50 different answers and have to make decisions on your own. more like a high school environment where the most popular people will get promoted. gossip fraternization and a lot of favoritism.,Booking.com
472,472,still a great company to be a part of.....,4.0,booking.com has provided me with a lot of opportunity for growth training  travel around the world. if you are seeking an opportunity to work for a global organization and fast paced really fast booking will keep you on your toes.,growth over the past years has been exponential which has lead to some challenges with keeping up with all the change.,Booking.com
473,473,customer service,5.0,no words to describe how amazing jason bjorgo and anya both of the recruiters are amazing so energetic and work hard for the best people and very professional. highly recommend them,no cons i will be starting soon . but i hear a lot of brasilian there and they are very happy with the job.,Booking.com
474,474,account manager,3.0,good colleagues annual trip to amsterdam if hired as an account manager you can develop outside sales skills you can then take to another company,below average compensation. expedia pays higher for same positions the company invests zero dollars in new technology for their employees and their hotel partners there is a pathetic internal crm that is inefficient  accomodation partners have no way to manage their account via a mobile device 30 minute lunches quarterly bonuses that are microscopic no room for growth. unless you work at hq in amsterdam you will hit a ceiling at account manager extremely poor communication of goals from management downwards. as an account manager you can expect unclear goals that change mid quarter and when they do your direct manager will let the team take all the heat for missing targets the company is consolidating departments and trimming fat. this is great for the board of directors of pcln and any other employee who was hired years ago when pcln stock options were given but awful for the morale and overall vibe in all us offices,Booking.com
475,475,great place to work,4.0,good people to work with great place to learn about web content,not very good pay,Booking.com
476,476,unforgettable,5.0,great place to work at,nothing that i can think of,Booking.com
477,477,the bad taste just wont go away,1.0,there are still some talented intelligent passionate people stuck here. i have met some of my best friends at this company. you get to travel to europe once a year for the company holiday party. can get you a way better job in the future i would use this as a stepping stone to another company and nothing else,so... i waited 2 years to write this review thinking that after a while i would be less angry and write a more neutral review of the company that i spent about 2 years with. however the bad feelings are still so strong that i know i will be writing a very negative review of this company mainly because nothing has changed you guys really need to start reading these reviews and taking them seriously or the talented people that you keep tricking into working here wont be around to trick anymore if you think you can get promoted and advance in your career here think again unless of course you are best buds with upper management and get invited to family brunch on sundays thats right family. meaning if you are not related to andor at least the same ethnicity of management you will not get promoted. if you find yourself in the same boat i was in e.g. not either of these things you better be prepared to brown nose. this company is all about quantity get more hotels on the site that is their chant never mind the fact that the market is saturated and all that are left to acquire are small bbs and uncommon accommodations what are these  basically anything with a bed. all about the almighty dollar huh booking speaking of dollars you will make enough money to barely pay rent and you will stress about your bills every month thanks booking not oh whats that another trip to amsterdam where all the employees get deathly ill sure that will make up for everything.... this company also loves to create new roles which sounds great until they decide that they no longer need that position and just get rid of it oh yeah that happened twice in about a 2 year span. at least when your position no longer exists you get out but lets say that you are foolish enough to try to stay at this company. of course you can apply to a new position but then you better not expect to make the same amount of money...oh yeah remember when i said that you barely make any money to begin with well booking would prefer to lessen your income by at least 10k if this is not enough information to make you start considering other avenues to start a career then take a look at the other 90 reviews on here that are all basically saying the same stuff.,Booking.com
478,478,great teams,5.0,great development opportunities that may lead to promotion. strong regional leadership who walk the talk. increased effort toward worklife balance.,due to constant growth there is plenty of change. the work always exceeds your available time so personal time management efforts are needed.,Booking.com
479,479,clearly stated values and great alignment,5.0,this is an outstanding organization and the best companyposition i have ever had. i along with so many others here appreciate the work environment the relationships with peers the collaboration and openness the clear objectives and measurable outcomes. this is truly a wonderful place to be,be ready to work contribute be proactive and serve our customers if you want to be successful here. we lay it out on the table the expectations and the balance between employee satisfaction and serving our customers. if you are not ready to give and receive feedback this is probably not the right environment for you. we are all part of the team and contribute equally to our amazing success and growth.,Booking.com
480,480,great culture poor compensation,3.0,engaging fun company culture with occasional opportunities for travel.,incredibly difficult to advance shamefully low salary especially compared to the rest of the industry bonus targets are often unobtainable.,Booking.com
481,481,account manager experience,3.0, trip to amsterdam yearly, unrealistic goals set remotely in amsterdam  short lunches  limited room for growth locally since most growth positions are at the headquarters in amsterdam,Booking.com
482,482,beware of management,2.0,you work with awesome people and have complete flexibility with your job. one of the top benefits is the ability to travel to amsterdam 12year.,management literally has no clue how to manage people. your direct manager is great as they at least understand your role but the area and regional manager have unrealistic expectations. driven by numbers only which to a certain extent is important but hotel partners are starting to notice.,Booking.com
483,483,great company culture and worklife balance,4.0,great company culture and work life balance. love the people i work with and love the job itself. the company offers incredible development trainings and travel to other offices worldwide. encouragement of best practice sharing and open environment. opportunity for career advancement if you are willing to move.,compensation and benefits pay is lower than most online travel companies. they are growing so quickly they are opening offices all over the world and not trying to retain top talent and people who have been with the company since it started. they do not offer travel perks unless you consider you have to pay for your perk and then they reimburse you only 100 euro. if you have a family and are not single or willing to travel advancement will be difficult. they expect 50 travel and regimented scheduling for account managers globally. they roll out procedures without testing them. i used to love this company so much but it has changed since it started in amsterdam.,Booking.com
484,484,ok but not very stimulating,3.0,people. annual party for employees.,low pay. unmotivating repetitive work unless youre in the headquarters. feels like most people in local offices at least are overqualified for the work theyre actually doing. a lot of stress and hurry little compensation for it.,Booking.com
485,485,booking.com more like booking.bombed ,1.0,well if you consider clueless  lying deceitful gossiping management a pro. you will fit right in,firstly if you are a person that values your work does a good job is responsible is goal and career oriented dont count on being promoted or have room to grow. at booking.com promotions are only given to family members lots of nepotism and favoritism going on there if you happen to belong to same ethnicity senior management if you are the ultimate brown noser who goes out for drinks after work and get plastered with your seniors if you are invited to sunday family parties if you enjoy gossiping like an immature teenager and putting people down on a regular basis then.... no matter how little experience you have how absolutely incompetent you are and how little you value your work congratulations you will be promoted the pay much lower then the industry standards. in your interview you will be informed about the possibility of earning a bonus . they dont tell you that the structure and outline for the bonus changes like upper management change their underwear making it impossible to achieve and if are lucky enough to get a bonus the money you earn will barely be enough to cover a tank of gas. hard work is expected but not rewarded forget about having any support from hr they are located in an office far far way seeing nothing that is going on in the local offices hr will turn a blind eye toward any unfair mistreatment of employees. equal opportunity employer booking .com that couldnt be further from the truth. you will not be supported what so ever if your management and their family members dont like you they will bully you and treat you like you have a contagious disease. they have no shame in gossiping and talking about you right in your face. making the work environment extremely uncomfortable and impossible to get anything done they throw you out to lions giving you this spiel about nourishing and maintaining partner relationships. not true your partners will be lucky if they see or talk to their account manger a few times a year. with their lovely new dxi phone system partners have no direct way of calling their market manager and there is no possibility of leaving a voice mail. partners call and get some random person that answers the phone and in a few inexperienced words that employee can ruin all the hard work and time their manager has put in to that account to booking.com it all about pleasing their stockholders. its just a numbers game quantity vs quality. factory work,Booking.com
486,486,account managers eggs about to crack,2.0,as an account manager the job itself isnt exactly mind bending or overly complicated technically speaking. working with some great hotel partners networking and gaining real industry knowledge is great. friendly coworkers sense of team work amongst those of same job title fun office activities catered lunch good benefits but pay is below industry standard and annual trip to amsterdam.,in the u.s. there is a new structure in place where account managers have to be out of the office every other week with every friday as an in office day to have all day long meetings. so what does that mean im already in this constant state of being stressed out from having to schedule 20 meetings with clients in a week mth have team meeting and office meetings on friday having to follow up from those client meetings while then having to start all over and schedule meetings again for the next week out. then throw in the added work of doing pricing all day long when you are in the office and being told that you cant do anything else even though you still have responsibility to partners to fix their escalated customer service issues and respond to any other inquiries they may send you. all in the meanwhile targets and focus seem to change from week to week or even from day to day senior account managers offer little to no support and are being told from upper management to micromanage the heck out of us. everything is tracked now and even though they keep saying oh we are not tracking you they are and they just wont admit it. there are invisible quotas. i still havent figured out why. i think upper management now has this general distrust of the am team when i know full well all of us at least in my office are sharp and very skilled at what we do and we all have good relationships with our partners. back to the travel schedule  trying to prepare schedule and meet 5 partner visits a day 4 days a week is just draining. by wednesday i am so tired from talking to people thinking about what i am going to say to them showing them the reports and then actioning and doing follow up that i just want to fall into a blackhole and disappear. its exhausting and i dont know how long i will last like this. i really really hate this. last the bonus and how things are calculated  i think they must be consulting with the governments education department because its like common core math for business. heres an idea give us individual targets based in reality and then we wont be left to guess where we stand in reaching whatever  of our salary to be paid as bonus. in summary the am team is underpaid overstressed and demoralized to the fact that we are being micromanaged to the point of mistrust when there is no reason to mistrust. it is very sad because when i first started a couple years ago it was not like this. i like my office my coworkers the benefits and my hotel partners. this egg might crack soon.,Booking.com
487,487,a company.,5.0,personal growth will take you far.,transparency of senior management could be better.,Booking.com
488,488,attendance policy is not fare enough,4.0,good company values your knowledge and you an grow with this company. friendly atmosphere.,unfortunately they are ready to fire you anytime which is strange. their attendance policy is not good even though you are late from break or lunch for 1 min it gives you point i came actually on time logged in adp on time and started to work but forgot to put myself in ready status which caused me a point. i dont think so that is fare now i have 3 points and got my 1st warning which makes me sad it was 1 min. come on now for 3 months i should not miss any days in order to clear up 3 points which means i cant be sick i cant go appointments which makes me so stressful ,Booking.com
489,489,cse forever,3.0,full 40 hours a week with a decent opportunity for overtime in peak season tons of training clean office environment.,management lack of opportunity for advancement as favoritism is a big issue in this particular office ever changing procedures with no update.,Booking.com
490,490,dont be sold on false promises of advancement opportunity annual raises or bonuses,3.0,overall atmosphere and intent of the co is good it was nice that they said they would research like positions in our market ... until they swiftly and quietly changed the title of the lowest paying position to avoid paying fairly,the higher ups promote people who spend time rubbing elbows with the boss and dont notice those actually busy doing the job though all the statistics and results are monitored closely and easily available to them,Booking.com
491,491,disappointing and frustrating.,2.0,worked with some amazing creative and smart individuals. not only in my office but throughout the company world wide. some travel opportunities.,position was not challenging. middle management were extremely cliqueish. promotions were given out based on personal relationships rather than merit. if you werent willing to participate in the gossip chances are your opportunities for advancement were very limited. when i was hired the recruiter and other interviewers skewed the truth regarding position responsibilities and travel options. needless to say i was very disappointed and shocked on the first day of training.,Booking.com
492,492,strong innovative company to learn from...has its pains,3.0,casual and laid back environment. company continues to grow and grow. opportunities for promotion and you can possibly move anywhere you want and therell be an office in that city. big on training. always new company initiatives. overall a very innovative company but if youre outside of headquarters you wont be creating innovations just executing. its stronger than competing companies. planet earths 1 accommodation site,targets are often very aggressive and cause for constant pressure depending on how an office is doing. rapid growth can be stressful as company focus can change from quarter to quarter. they will often times make you fight for what youre worth. compensation is the biggest gripe among current employees. if the paid at market rates the overall rating would be a lot higher.,Booking.com
493,493,did i really do this for two years,2.0,i went to amsterdam and traveled the u.s. for a few business trips. those are my happiest memories of the company...when i wasnt actually doing work. booking.com gave everyone an ipad for christmas and threw a super amazing christmas party at the amsterdam headquarters filled with booze house music and actual fun. most of the people i worked with are smart talented creative and driven. ive developed lasting friendships with them.,booking.com is the type of company that tries to trick you into loving your job. a handful of bumbling idiots fall for it and would practically give their lives for b.com. the rest of us are attuned to their games and are miserable drones whose souls exit their bodies the moment we step through the door each morning. i was a robot for 8 hours a day because i was assigned menial tasks that required zero thinking and attended pointlessendless meetings about equally worthless crap. i once attended a meeting about meetings. no lie. if one of the koolaid drinking managers doesnt like you or recognizes that you are not as brainwashed as they are you will not advance. you will continue to do the same meaningless busy work dayin and dayout. if the managers do not personally like you and invite you to sunday brunch or soulcycle you will not advance and you will most likely be driven out of the company by their coldshoulder high school pettiness. if you have any ounce of creativity in your noodle do not accept a job as a content editor. there is minimal writing involved. you proofread text prepared by a robot and make sales calls soliciting photos from hoteliers.,Booking.com
494,494,a company that cares about no one.,1.0,great coworkers  opportunity for travel.,made to feel like everything you do is wrong unattainable bonuses and goals scolded if any goals are not reached and made to feel like you just arent working hard enough even if the time frame and expectations are absolutely outlandish plus terrible management. ive never worked somewhere that made me feel so undervalued. it is clear that this company only cares about making money for stockholders and not at all about the people doing the actual labor.,Booking.com
495,495,booking dot no...seriously,1.0,a free monthly lunch youll need that on their salary. managers are pretty useless. so if your goal is too just survive without working too hard this job will allow that as long as you smile and can hold a cordial conversation.,if this new minimum wage proposal passes high school dropouts will be making only a little less than collegeeducated employees with college loans to play back. promotions or a future no thats only for europeans and the managers friends. as far as senior management goes cardboard cutouts motivate more productivity. their seniors are more geared at maintaining the sheep than the workload. this is why good workers tend to be overworked because they end up overcompensating for those no longer applied. as long as no one complains the managers ignore it. if you are smart and ambitious there is no place for you here. if you are indebt and desperate im sorry and good luck.,Booking.com
496,496,sales coordinator,3.0,the company encourages employees to lead projects and all employees are expected to roll up their sleeves to get the job done. it used to have a fun familytype atmosphere.,depending on the office leading projects and upward mobility is based on likability not on performance. management runs a popularity show. it is very disorganized and too much time is spent on meetings and tracking short term progress. workers are highly undervalued and payed below market standards.,Booking.com
497,497,customer service executive,5.0,awesome place to work to good quarterly bonuses great benefits,to strict on attentent,Booking.com
498,498,if youre a smarttalented human being youd be dumb to work for booking.com.,1.0,every six months or so theyll dangle a little trip in front of you. when you inevitably get upset youre making 20 less than they are at the competitor or you realize there is no room for advancement because theyve decided to fill your role with a sociopath because middle management is also made up exclusively of sociopaths some useless training will come up somewhere exotic. youll go to the training meet some really nice really friendly people. youll bond with all of them because theyre all as miserable and unhappy as you are. booking.com is a colossal game of smoke and mirrors. for every perk handed out two are quietly taken away. if you find yourself enjoying something thats when its time to get nervous. if i have to say something nice its that the job is usually pretty stress free. the managers dont really care much about you and they certainly never listen to what you have to say so if you want its pretty easy to fly under the radar. if youre a lazy happy just to have a job in this economy type of person youre going to do awesome at booking.com. oh and free lunch once a month.,booking.com has one heck of a scam going. they make more money than all their competitors combined yet pay their employees 2030 less than every other ota. i think they figure that they can just keep hiring eager young people wine and dine them until they realize theyre being duped and then just go find more young people. you are and will always be expendable to booking.com just know that. the cycle can stop with you...seriously do not take this job. a huge percentage of the managers are not only kind of crummy but aggressively awful. the company grew so fast that many of the managers earned their positions simply because theyve worked with the company the longest which in many cases is just three years. booking.com always reminded me of an oreo with a garbage filled center. on the one side you have this brilliant visionary ceo. on the other side you have these bright entry level employees who are really earnest nice people. sandwiched in the middle is just this layer of really terrible people with atrocious management skills. if the booking.com middle management had an instagram account it would consist of mirror selfies pictures of food and annoying hashtags. managers are constantly making decisions that make you scratch your head. at first youll just shrug it off i guess thats how they want to run their business. then youll start to ask yourself is this how things work at other companies it cant be. then youll get upset not only is this a poor business decision but it also defies human logic employees at least in our office walked around in a constant state of depression and outrage. eventually you feel so surrounded by immaturity and incompetence you resign to your desk and work really hard with your headphones in just so that time passes faster. maybe theyre onto something there. things are especially bad if youre a content editor. did you go to school to write do you enjoy writing i bet you like being creative too. well despite the job title a content editor doesnt get to do any of those things. isnt that fun i have no idea why they keep hiring english majors for a job that no longer requires writing. the closest you get to writing will be checking thousands of robot generated texts for grammar. what great experience as the job exists today youll spend most of your time calling or emailing hotels to have them send in photos. i hope you like sales because thats what this gig basically is now. if youre an english major and you wanted to put your education to some use run run as fast as you can from booking.com. all i can tell you is what i experienced and that is working at booking.com was a living nightmare. if you still want to work there after all that well...,Booking.com
499,499,a casual business culture with good benefits and opportunities for advancement.,4.0,hires from within opportunities for travel friendly and supportive management even low level employees have a voice calls are not scripted.,repetitive work imperfect system for measuring performance interdepartment communication is lacking.,Booking.com
500,500,good job,4.0,the company provides a great deal of area for growth to their employees. they need a minimum level of experience to better yourself in this company.,compared to most companies in the call center industry the wage isnt that great. however they provide a great set of benefits to go with it.,Booking.com
